id,tariffClassId,month,year,rate
1076,42,11,2022,4
1077,43,11,2022,41.21
1078,44,11,2022,41.21
1079,45,11,2022,46.64
1080,46,11,2022,46.64
1081,47,11,2022,46.64
1082,1,12,2022,56.79
1083,2,12,2022,56.79
1084,3,12,2022,50.79
1085,4,12,2022,54.79
1086,5,12,2022,61.53
1087,6,12,2022,55.88
1088,7,12,2022,55.88
1089,8,12,2022,60.56
1090,9,12,2022,54.98
1091,10,12,2022,54.98
1092,11,12,2022,56.91
1093,12,12,2022,41.21
1094,13,12,2022,41.2
1095,14,12,2022,41.2
1096,15,12,2022,46.64
1097,16,12,2022,46.64
1098,17,12,2022,41.2
1099,18,12,2022,41.2
1100,19,12,2022,46.64
1101,20,12,2022,46.64
1102,21,12,2022,41.2
1103,22,12,2022,41.2
1104,23,12,2022,46.64
1105,24,12,2022,46.64
1106,25,12,2022,4
1107,26,12,2022,41.2
1108,27,12,2022,41.2
1109,28,12,2022,46.64
1110,29,12,2022,46.64
1111,30,12,2022,41.21
1112,31,12,2022,41.21
1113,32,12,2022,46.64
1114,33,12,2022,46.64
1115,34,12,2022,41.21
1116,35,12,2022,41.21
1117,36,12,2022,46.64
1118,37,12,2022,46.64
1119,38,12,2022,41.21
1120,39,12,2022,41.21
1121,40,12,2022,46.64
1122,41,12,2022,46.64
1123,42,12,2022,4
1124,43,12,2022,41.21
1125,44,12,2022,41.21
1126,45,12,2022,46.64
1127,46,12,2022,46.64
1128,47,12,2022,46.64
1129,1,1,2023,56.79
1130,2,1,2023,56.79
1131,3,1,2023,50.79
1132,4,1,2023,54.79
1133,5,1,2023,61.53
1134,6,1,2023,55.88
1135,7,1,2023,55.88
1136,8,1,2023,60.56
1137,9,1,2023,54.98
1138,10,1,2023,54.98
1139,11,1,2023,56.91
1140,12,1,2023,41.21
1141,13,1,2023,41.2
1142,14,1,2023,41.2
1143,15,1,2023,46.64
1144,16,1,2023,46.64
1145,17,1,2023,41.2
1146,18,1,2023,41.2
1147,19,1,2023,46.64
1148,20,1,2023,46.64
1149,21,1,2023,41.2
1150,22,1,2023,41.2
1151,23,1,2023,46.64
1152,24,1,2023,46.64
1153,25,1,2023,4
1154,26,1,2023,41.2
1155,27,1,2023,41.2
1156,28,1,2023,46.64
1157,29,1,2023,46.64
1158,30,1,2023,41.21
1159,31,1,2023,41.21
1160,32,1,2023,46.64
1161,33,1,2023,46.64
1162,34,1,2023,41.21
1163,35,1,2023,41.21
1164,36,1,2023,46.64
1165,37,1,2023,46.64
1166,38,1,2023,41.21
1167,39,1,2023,41.21
1168,40,1,2023,46.64
1169,41,1,2023,46.64
1170,42,1,2023,4
1171,43,1,2023,41.21
1172,44,1,2023,41.21
1173,45,1,2023,46.64
1174,46,1,2023,46.64
1175,47,1,2023,46.64
1176,1,2,2023,56.79
1177,2,2,2023,56.79
1178,3,2,2023,50.79
1179,4,2,2023,54.79
1180,5,2,2023,61.53
1181,6,2,2023,55.88
1182,7,2,2023,55.88
1183,8,2,2023,60.56
1184,9,2,2023,54.98
1185,10,2,2023,54.98
1186,11,2,2023,56.91
1187,12,2,2023,41.21
1188,13,2,2023,41.2
1189,14,2,2023,41.2
1190,15,2,2023,46.64
1191,16,2,2023,46.64
1192,17,2,2023,41.2
1193,18,2,2023,41.2
1194,19,2,2023,46.64
1195,20,2,2023,46.64
1196,21,2,2023,41.2
1197,22,2,2023,41.2
1198,23,2,2023,46.64
1199,24,2,2023,46.64
1200,25,2,2023,4
1201,26,2,2023,41.2
1202,27,2,2023,41.2
1203,28,2,2023,46.64
1204,29,2,2023,46.64
1205,30,2,2023,41.21
1206,31,2,2023,41.21
1207,32,2,2023,46.64
1208,33,2,2023,46.64
1209,34,2,2023,41.21
1210,35,2,2023,41.21
1211,36,2,2023,46.64
1212,37,2,2023,46.64
1213,38,2,2023,41.21
1214,39,2,2023,41.21
1215,40,2,2023,46.64
1216,41,2,2023,46.64
1217,42,2,2023,4
1218,43,2,2023,41.21
1219,44,2,2023,41.21
1220,45,2,2023,46.64
1221,46,2,2023,46.64
1222,47,2,2023,46.64
1223,1,3,2023,56.79
1224,2,3,2023,56.79
1225,3,3,2023,50.79
1226,4,3,2023,54.79
1227,5,3,2023,61.53
1228,6,3,2023,55.88
1229,7,3,2023,55.88
1230,8,3,2023,60.56
1231,9,3,2023,54.98
1232,10,3,2023,54.98
1233,11,3,2023,56.91
1234,12,3,2023,41.21
1235,13,3,2023,41.2
1236,14,3,2023,41.2
1237,15,3,2023,46.64
1238,16,3,2023,46.64
1239,17,3,2023,41.2
1240,18,3,2023,41.2
1241,19,3,2023,46.64
1242,20,3,2023,46.64
1243,21,3,2023,41.2
1244,22,3,2023,41.2
1245,23,3,2023,46.64
1246,24,3,2023,46.64
1247,25,3,2023,4
1248,26,3,2023,41.2
1249,27,3,2023,41.2
1250,28,3,2023,46.64
1251,29,3,2023,46.64
1252,30,3,2023,41.21
1253,31,3,2023,41.21
1254,32,3,2023,46.64
1255,33,3,2023,46.64
1256,34,3,2023,41.21
1257,35,3,2023,41.21
1258,36,3,2023,46.64
1259,37,3,2023,46.64
1260,38,3,2023,41.21
1261,39,3,2023,41.21
1262,40,3,2023,46.64
1263,41,3,2023,46.64
1264,42,3,2023,4
1265,43,3,2023,41.21
1266,44,3,2023,41.21
1267,45,3,2023,46.64
1268,46,3,2023,46.64
1269,47,3,2023,46.64
1270,1,4,2023,56.79
1271,2,4,2023,56.79
1272,3,4,2023,50.79
1273,4,4,2023,54.79
1274,5,4,2023,61.53
1275,6,4,2023,55.88
1276,7,4,2023,55.88
1277,8,4,2023,60.56
1278,9,4,2023,54.98
1279,10,4,2023,54.98
1280,11,4,2023,56.91
1281,12,4,2023,41.21
1282,13,4,2023,41.2
1283,14,4,2023,41.2
1284,15,4,2023,46.64
1285,16,4,2023,46.64
1286,17,4,2023,41.2
1287,18,4,2023,41.2
1288,19,4,2023,46.64
1289,20,4,2023,46.64
1290,21,4,2023,41.2
1291,22,4,2023,41.2
1292,23,4,2023,46.64
1293,24,4,2023,46.64
1294,25,4,2023,4
1295,26,4,2023,41.2
1296,27,4,2023,41.2
1297,28,4,2023,46.64
1298,29,4,2023,46.64
1299,30,4,2023,41.21
1300,31,4,2023,41.21
1301,32,4,2023,46.64
1302,33,4,2023,46.64
1303,34,4,2023,41.21
1304,35,4,2023,41.21
1305,36,4,2023,46.64
1306,37,4,2023,46.64
1307,38,4,2023,41.21
1308,39,4,2023,41.21
1309,40,4,2023,46.64
1310,41,4,2023,46.64
1311,42,4,2023,4
1312,43,4,2023,41.21
1313,44,4,2023,41.21
1314,45,4,2023,46.64
1315,46,4,2023,46.64
1316,47,4,2023,46.64
1317,1,5,2023,56.79
1318,2,5,2023,56.79
1319,3,5,2023,50.79
1320,4,5,2023,54.79
1321,5,5,2023,61.53
1322,6,5,2023,55.88
1323,7,5,2023,55.88
1324,8,5,2023,60.56
1325,9,5,2023,54.98
1326,10,5,2023,54.98
1327,11,5,2023,56.91
1328,12,5,2023,41.21
1329,13,5,2023,41.2
1330,14,5,2023,41.2
1331,15,5,2023,46.64
1332,16,5,2023,46.64
1333,17,5,2023,41.2
1334,18,5,2023,41.2
1335,19,5,2023,46.64
1336,20,5,2023,46.64
1337,21,5,2023,41.2
1338,22,5,2023,41.2
1339,23,5,2023,46.64
1340,24,5,2023,46.64
1341,25,5,2023,4
1342,26,5,2023,41.2
1343,27,5,2023,41.2
1344,28,5,2023,46.64
1345,29,5,2023,46.64
1346,30,5,2023,41.21
1347,31,5,2023,41.21
1348,32,5,2023,46.64
1349,33,5,2023,46.64
1350,34,5,2023,41.21
1351,35,5,2023,41.21
1352,36,5,2023,46.64
1353,37,5,2023,46.64
1354,38,5,2023,41.21
1355,39,5,2023,41.21
1356,40,5,2023,46.64
1357,41,5,2023,46.64
1358,42,5,2023,4
1359,43,5,2023,41.21
1360,44,5,2023,41.21
1361,45,5,2023,46.64
1362,46,5,2023,46.64
1363,47,5,2023,46.64
1364,1,6,2023,56.79
1365,2,6,2023,56.79
1366,3,6,2023,50.79
1367,4,6,2023,54.79
1368,5,6,2023,61.53
1369,6,6,2023,55.88
1370,7,6,2023,55.88
1371,8,6,2023,60.56
1372,9,6,2023,54.98
1373,10,6,2023,54.98
1374,11,6,2023,56.91
1375,12,6,2023,41.21
1376,13,6,2023,41.2
1377,14,6,2023,41.2
1378,15,6,2023,46.64
1379,16,6,2023,46.64
1380,17,6,2023,41.2
1381,18,6,2023,41.2
1382,19,6,2023,46.64
1383,20,6,2023,46.64
1384,21,6,2023,41.2
1385,22,6,2023,41.2
1386,23,6,2023,46.64
1387,24,6,2023,46.64
1388,25,6,2023,4
1389,26,6,2023,41.2
1390,27,6,2023,41.2
1391,28,6,2023,46.64
1392,29,6,2023,46.64
1393,30,6,2023,41.21
1394,31,6,2023,41.21
1395,32,6,2023,46.64
1396,33,6,2023,46.64
1397,34,6,2023,41.21
1398,35,6,2023,41.21
1399,36,6,2023,46.64
1400,37,6,2023,46.64
1401,38,6,2023,41.21
1402,39,6,2023,41.21
1403,40,6,2023,46.64
1404,41,6,2023,46.64
1405,42,6,2023,4
1406,43,6,2023,41.21
1407,44,6,2023,41.21
1408,45,6,2023,46.64
1409,46,6,2023,46.64
1410,47,6,2023,46.64
1411,1,7,2023,56.79
1412,2,7,2023,56.79
1413,3,7,2023,50.79
1414,4,7,2023,54.79
1415,5,7,2023,61.53
1416,6,7,2023,55.88
1417,7,7,2023,55.88
1418,8,7,2023,60.56
1419,9,7,2023,54.98
1420,10,7,2023,54.98
1421,11,7,2023,56.91
1422,12,7,2023,41.21
1423,13,7,2023,41.2
1424,14,7,2023,41.2
1425,15,7,2023,46.64
1426,16,7,2023,46.64
1427,17,7,2023,41.2
1428,18,7,2023,41.2
1429,19,7,2023,46.64
1430,20,7,2023,46.64
1431,21,7,2023,41.2
1432,22,7,2023,41.2
1433,23,7,2023,46.64
1434,24,7,2023,46.64
1435,25,7,2023,4
1436,26,7,2023,41.2
1437,27,7,2023,41.2
1438,28,7,2023,46.64
1439,29,7,2023,46.64
1440,30,7,2023,41.21
1441,31,7,2023,41.21
1442,32,7,2023,46.64
1443,33,7,2023,46.64
1444,34,7,2023,41.21
1445,35,7,2023,41.21
1446,36,7,2023,46.64
1447,37,7,2023,46.64
1448,38,7,2023,41.21
1449,39,7,2023,41.21
1450,40,7,2023,46.64
1451,41,7,2023,46.64
1452,42,7,2023,4
1453,43,7,2023,41.21
1454,44,7,2023,41.21
1455,45,7,2023,46.64
1456,46,7,2023,46.64
1457,47,7,2023,46.64
1458,1,8,2023,56.79
1459,2,8,2023,56.79
1460,3,8,2023,50.79
1461,4,8,2023,54.79
1462,5,8,2023,61.53
1463,6,8,2023,55.88
1464,7,8,2023,55.88
1465,8,8,2023,60.56
1466,9,8,2023,54.98
1467,10,8,2023,54.98
1468,11,8,2023,56.91
1469,12,8,2023,41.21
1470,13,8,2023,41.2
1471,14,8,2023,41.2
1472,15,8,2023,46.64
1473,16,8,2023,46.64
1474,17,8,2023,41.2
1475,18,8,2023,41.2
1476,19,8,2023,46.64
1477,20,8,2023,46.64
1478,21,8,2023,41.2
1479,22,8,2023,41.2
1480,23,8,2023,46.64
1481,24,8,2023,46.64
1482,25,8,2023,4
1483,26,8,2023,41.2
1484,27,8,2023,41.2
1485,28,8,2023,46.64
1486,29,8,2023,46.64
1487,30,8,2023,41.21
1488,31,8,2023,41.21
1489,32,8,2023,46.64
1490,33,8,2023,46.64
1491,34,8,2023,41.21
1492,35,8,2023,41.21
1493,36,8,2023,46.64
1494,37,8,2023,46.64
1495,38,8,2023,41.21
1496,39,8,2023,41.21
1497,40,8,2023,46.64
1498,41,8,2023,46.64
1499,42,8,2023,4
1500,43,8,2023,41.21
1501,44,8,2023,41.21
1502,45,8,2023,46.64
1503,46,8,2023,46.64
1504,47,8,2023,46.64
1505,1,9,2023,56.79
1506,2,9,2023,56.79
1507,3,9,2023,50.79
1508,4,9,2023,54.79
1509,5,9,2023,61.53
1510,6,9,2023,55.88
1511,7,9,2023,55.88
1512,8,9,2023,60.56
1513,9,9,2023,54.98
1514,10,9,2023,54.98
1515,11,9,2023,56.91
1516,12,9,2023,41.21
1517,13,9,2023,41.2
1518,14,9,2023,41.2
1519,15,9,2023,46.64
1520,16,9,2023,46.64
1521,17,9,2023,41.2
1522,18,9,2023,41.2
1523,19,9,2023,46.64
1524,20,9,2023,46.64
1525,21,9,2023,41.2
1526,22,9,2023,41.2
1527,23,9,2023,46.64
1528,24,9,2023,46.64
1529,25,9,2023,4
1530,26,9,2023,41.2
1531,27,9,2023,41.2
1532,28,9,2023,46.64
1533,29,9,2023,46.64
1534,30,9,2023,41.21
1535,31,9,2023,41.21
1536,32,9,2023,46.64
1537,33,9,2023,46.64
1538,34,9,2023,41.21
1539,35,9,2023,41.21
1540,36,9,2023,46.64
1541,37,9,2023,46.64
1542,38,9,2023,41.21
1543,39,9,2023,41.21
1544,40,9,2023,46.64
1545,41,9,2023,46.64
1546,42,9,2023,4
1547,43,9,2023,41.21
1548,44,9,2023,41.21
1549,45,9,2023,46.64
1550,46,9,2023,46.64
1551,47,9,2023,46.64
1552,1,10,2023,56.79
1553,2,10,2023,56.79
1554,3,10,2023,50.79
1555,4,10,2023,54.79
1556,5,10,2023,61.53
1557,6,10,2023,55.88
1558,7,10,2023,55.88
1559,8,10,2023,60.56
1560,9,10,2023,54.98
1561,10,10,2023,54.98
1562,11,10,2023,56.91
1563,12,10,2023,41.21
1564,13,10,2023,41.2
1565,14,10,2023,41.2
1566,15,10,2023,46.64
1567,16,10,2023,46.64
1568,17,10,2023,41.2
1569,18,10,2023,41.2
1570,19,10,2023,46.64
1571,20,10,2023,46.64
1572,21,10,2023,41.2
1573,22,10,2023,41.2
1574,23,10,2023,46.64
1575,24,10,2023,46.64
1576,25,10,2023,4
1577,26,10,2023,41.2
1578,27,10,2023,41.2
1579,28,10,2023,46.64
1580,29,10,2023,46.64
1581,30,10,2023,41.21
1582,31,10,2023,41.21
1583,32,10,2023,46.64
1584,33,10,2023,46.64
1585,34,10,2023,41.21
1586,35,10,2023,41.21
1587,36,10,2023,46.64
1588,37,10,2023,46.64
1589,38,10,2023,41.21
1590,39,10,2023,41.21
1591,40,10,2023,46.64
1592,41,10,2023,46.64
1593,42,10,2023,4
1594,43,10,2023,41.21
1595,44,10,2023,41.21
1596,45,10,2023,46.64
1597,46,10,2023,46.64
1598,47,10,2023,46.64
1599,1,11,2023,56.79
1600,2,11,2023,56.79
1601,3,11,2023,50.79
1602,4,11,2023,54.79
1603,5,11,2023,61.53
1604,6,11,2023,55.88
1605,7,11,2023,55.88
1606,8,11,2023,60.56
1607,9,11,2023,54.98
1608,10,11,2023,54.98
1609,11,11,2023,56.91
1610,12,11,2023,41.21
1611,13,11,2023,41.2
1612,14,11,2023,41.2
1613,15,11,2023,46.64
1614,16,11,2023,46.64
1615,17,11,2023,41.2
1616,18,11,2023,41.2
1617,19,11,2023,46.64
1618,20,11,2023,46.64
1619,21,11,2023,41.2
1620,22,11,2023,41.2
1621,23,11,2023,46.64
1622,24,11,2023,46.64
1623,25,11,2023,4
1624,26,11,2023,41.2
1625,27,11,2023,41.2
1626,28,11,2023,46.64
1627,29,11,2023,46.64
1628,30,11,2023,41.21
1629,31,11,2023,41.21
1630,32,11,2023,46.64
1631,33,11,2023,46.64
1632,34,11,2023,41.21
1633,35,11,2023,41.21
1634,36,11,2023,46.64
1635,37,11,2023,46.64
1636,38,11,2023,41.21
1637,39,11,2023,41.21
1638,40,11,2023,46.64
1639,41,11,2023,46.64
1640,42,11,2023,4
1641,43,11,2023,41.21
1642,44,11,2023,41.21
1643,45,11,2023,46.64
1644,46,11,2023,46.64
1645,47,11,2023,46.64
1646,1,12,2023,56.79
1647,2,12,2023,56.79
1648,3,12,2023,50.79
1649,4,12,2023,54.79
1650,5,12,2023,61.53
1651,6,12,2023,55.88
1652,7,12,2023,55.88
1653,8,12,2023,60.56
1654,9,12,2023,54.98
1655,10,12,2023,54.98
1656,11,12,2023,56.91
1657,12,12,2023,41.21
1658,13,12,2023,41.2
1659,14,12,2023,41.2
1660,15,12,2023,46.64
1661,16,12,2023,46.64
1662,17,12,2023,41.2
1663,18,12,2023,41.2
1664,19,12,2023,46.64
1665,20,12,2023,46.64
1666,21,12,2023,41.2
1667,22,12,2023,41.2
1668,23,12,2023,46.64
1669,24,12,2023,46.64
1670,25,12,2023,4
1671,26,12,2023,41.2
1672,27,12,2023,41.2
1673,28,12,2023,46.64
1674,29,12,2023,46.64
1675,30,12,2023,41.21
1676,31,12,2023,41.21
1677,32,12,2023,46.64
1678,33,12,2023,46.64
1679,34,12,2023,41.21
1680,35,12,2023,41.21
1681,36,12,2023,46.64
1682,37,12,2023,46.64
1683,38,12,2023,41.21
1684,39,12,2023,41.21
1685,40,12,2023,46.64
1686,41,12,2023,46.64
1687,42,12,2023,4
1688,43,12,2023,41.21
1689,44,12,2023,41.21
1690,45,12,2023,46.64
1691,46,12,2023,46.64
1692,47,12,2023,46.64
